groupStudy paul 20230501 1800 1.0 mary lucy
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230502 1800 1.0 mary lucy
projectMeeting paul 20230502 1800 2.0 lucy
privateTime paul 20230502 1900 1.0 mary
gathering paul 20230502 2000 1.0 mary
groupStudy paul 20230502 2000 2.0 mar
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230502 1800 1.0 mary lucy
projectMeeting paul 20230502 1800 2.0 lucy
privateTime paul 20230502 1900 1.0 mary
gathering paul 20230502 2000 1.0 mary
groupStudy paul 20230502 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230502 1800 1.0 mary lucy
projectMeeting paul 20230502 1800 2.0 lucy
privateTime paul 20230502 1900 1.0 mary
gathering paul 20230502 2000 1.0 mary
groupStudy paul 20230502 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230502 1800 1.0 mary lucy
projectMeeting paul 20230502 1800 2.0 lucy
privateTime paul 20230502 1900 1.0 mary
gathering paul 20230502 2000 1.0 mary
groupStudy paul 20230502 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230502 1800 1.0 mary lucy
projectMeeting paul 20230502 1800 2.0 lucy
privateTime paul 20230502 1900 1.0 mary
gathering paul 20230502 2000 1.0 mary
groupStudy paul 20230502 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230502 1800 1.0 mary lucy
projectMeeting paul 20230502 1800 2.0 lucy
privateTime paul 20230502 1900 1.0 mary
gathering paul 20230502 2000 1.0 mary
groupStudy paul 20230502 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230502 1800 1.0 mary lucy
projectMeeting paul 20230502 1800 2.0 lucy
privateTime paul 20230502 1900 1.0 mary
gathering paul 20230502 2000 1.0 mary
groupStudy paul 20230502 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0 mary
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230502 1800 1.0 mary lucy
projectMeeting paul 20230502 1800 2.0 lucy
privateTime paul 20230502 1900 1.0
gathering paul 20230502 2000 1.0 mary
groupStudy paul 20230502 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
privateTime paul 20230501 1900 1.0 lucy
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
groupStudy paul 20230501 1800 1.0 mary lucy
projectMeeting paul 20230501 1800 2.0 lucy
privateTime paul 20230501 1900 1.0
gathering paul 20230501 2000 1.0 mary
groupStudy paul 20230501 2000 2.0 mary
